"","TAHUN","NAMA PROVINSI","NAMA KABUPATEN/KOTA","NAMA KECAMATAN","NAMA KELURAHAN","LUAS WILAYAH (KM2)","KEPADATAN (JIWA/KM2)","DEMOGRAFIK","JUMLAH","RENTANG UMUR","JENIS KELAMIN"
"154",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","MAMPANG PRAPATAN","BANGKA",3.3,7351,"35-39 Laki-Laki",1119,"35-39","Laki-Laki"
"155",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","MAMPANG PRAPATAN","PELA MAMPANG",1.62,30940,"35-39 Laki-Laki",2458,"35-39","Laki-Laki"
"156",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","MAMPANG PRAPATAN","TEGAL PARANG",1.06,34830,"35-39 Laki-Laki",1826,"35-39","Laki-Laki"
"157",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","MAMPANG PRAPATAN","KUNINGAN BARAT",0.98,15120,"35-39 Laki-Laki",727,"35-39","Laki-Laki"
"158",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","PASAR MINGGU","PASAR MINGGU",2.79,9965,"35-39 Laki-Laki",1296,"35-39","Laki-Laki"
"159",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","PASAR MINGGU","JATI PADANG",2.5,16524,"35-39 Laki-Laki",2023,"35-39","Laki-Laki"
"160",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","PASAR MINGGU","CILANDAK TIMUR",3.53,8075,"35-39 Laki-Laki",1398,"35-39","Laki-Laki"
"161",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","PASAR MINGGU","RAGUNAN",5.05,8681,"35-39 Laki-Laki",2284,"35-39","Laki-Laki"
"162",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","PASAR MINGGU","PEJATEN TIMUR",2.88,22624,"35-39 Laki-Laki",3168,"35-39","Laki-Laki"
"163",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","PASAR MINGGU","PEJATEN BARAT",2.9,14338,"35-39 Laki-Laki",1963,"35-39","Laki-Laki"
"164",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","PASAR MINGGU","KEBAGUSAN",2.26,20705,"35-39 Laki-Laki",2300,"35-39","Laki-Laki"
"165",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN LAMA","KEBAYORAN LAMA UTARA",1.78,27853,"35-39 Laki-Laki",2638,"35-39","Laki-Laki"
"166",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN LAMA","PONDOK PINANG",6.84,8897,"35-39 Laki-Laki",2770,"35-39","Laki-Laki"
"167",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN LAMA","CIPULIR",1.94,22494,"35-39 Laki-Laki",2191,"35-39","Laki-Laki"
"168",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN LAMA","GROGOL UTARA",3.33,14342,"35-39 Laki-Laki",2266,"35-39","Laki-Laki"
"169",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN LAMA","GROGOL SELATAN",2.85,17009,"35-39 Laki-Laki",2309,"35-39","Laki-Laki"
"170",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN LAMA","KEBAYORAN LAMA SELATAN",2.57,17598,"35-39 Laki-Laki",2316,"35-39","Laki-Laki"
"171",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","CILANDAK","CILANDAK BARAT",6.05,9546,"35-39 Laki-Laki",2700,"35-39","Laki-Laki"
"172",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","CILANDAK","LEBAK BULUS",4.41,8840,"35-39 Laki-Laki",1823,"35-39","Laki-Laki"
"173",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","CILANDAK","PONDOK LABU",3.61,13349,"35-39 Laki-Laki",2261,"35-39","Laki-Laki"
"174",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","CILANDAK","GANDARIA SELATAN",1.76,13816,"35-39 Laki-Laki",1145,"35-39","Laki-Laki"
"175",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","CILANDAK","CIPETE SELATAN",2.37,12751,"35-39 Laki-Laki",1387,"35-39","Laki-Laki"
"176",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","MELAWAI",1.26,2528,"35-39 Laki-Laki",116,"35-39","Laki-Laki"
"177",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","GUNUNG",1.32,8043,"35-39 Laki-Laki",423,"35-39","Laki-Laki"
"178",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","KRAMAT PELA",1.23,12872,"35-39 Laki-Laki",706,"35-39","Laki-Laki"
"179",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","SELONG",1.4,3014,"35-39 Laki-Laki",178,"35-39","Laki-Laki"
"180",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","RAWA BARAT",0.69,9778,"35-39 Laki-Laki",274,"35-39","Laki-Laki"
"181",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","SENAYAN",1.53,2856,"35-39 Laki-Laki",176,"35-39","Laki-Laki"
"182",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","PULO",1.27,5408,"35-39 Laki-Laki",256,"35-39","Laki-Laki"
"183",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","PETOGOGAN",0.86,15895,"35-39 Laki-Laki",621,"35-39","Laki-Laki"
"184",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","GANDARIA UTARA",1.52,29247,"35-39 Laki-Laki",2056,"35-39","Laki-Laki"
"185",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","CIPETE UTARA",1.83,20664,"35-39 Laki-Laki",1907,"35-39","Laki-Laki"
"186",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","PANCORAN","PANCORAN",1.24,17127,"35-39 Laki-Laki",1026,"35-39","Laki-Laki"
"187",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","PANCORAN","KALIBATA",2.2,21353,"35-39 Laki-Laki",2300,"35-39","Laki-Laki"
"188",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","PANCORAN","RAWA JATI",0.67,29915,"35-39 Laki-Laki",990,"35-39","Laki-Laki"
"189",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","PANCORAN","DUREN TIGA",2.45,12987,"35-39 Laki-Laki",1540,"35-39","Laki-Laki"
"190",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","PANCORAN","PENGADEGAN",0.95,24076,"35-39 Laki-Laki",1140,"35-39","Laki-Laki"
"191",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","PANCORAN","CIKOKO",0.72,17661,"35-39 Laki-Laki",698,"35-39","Laki-Laki"
"192",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","JAGAKARSA","JAGAKARSA",4.85,12940,"35-39 Laki-Laki",3050,"35-39","Laki-Laki"
"193",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","JAGAKARSA","SRENGSENG SAWAH",6.75,8912,"35-39 Laki-Laki",2783,"35-39","Laki-Laki"
"194",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","JAGAKARSA","CIGANJUR",3.61,10334,"35-39 Laki-Laki",1859,"35-39","Laki-Laki"
"195",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","JAGAKARSA","LENTENG AGUNG",2.28,24703,"35-39 Laki-Laki",2617,"35-39","Laki-Laki"
"196",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","JAGAKARSA","TANJUNG BARAT",3.65,11460,"35-39 Laki-Laki",2017,"35-39","Laki-Laki"
"197",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","JAGAKARSA","CIPEDAK",4.24,8473,"35-39 Laki-Laki",1708,"35-39","Laki-Laki"
"198",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","PESANGGRAHAN","PESANGGRAHAN",2.1,13859,"35-39 Laki-Laki",1499,"35-39","Laki-Laki"
"199",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","PESANGGRAHAN","BINTARO",4.56,11808,"35-39 Laki-Laki",2675,"35-39","Laki-Laki"
"200",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","PESANGGRAHAN","PETUKANGAN UTARA",2.99,19001,"35-39 Laki-Laki",2787,"35-39","Laki-Laki"
"201",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","PESANGGRAHAN","PETUKANGAN SELATAN",2.11,18260,"35-39 Laki-Laki",1836,"35-39","Laki-Laki"
"202",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","PESANGGRAHAN","ULUJAMI",1.71,26161,"35-39 Laki-Laki",2304,"35-39","Laki-Laki"
"203",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","MATRAMAN","PISANGAN BARU",0.68,54913,"35-39 Laki-Laki",1759,"35-39","Laki-Laki"
"204",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","MATRAMAN","UTAN KAYU UTARA",1.05,31694,"35-39 Laki-Laki",1606,"35-39","Laki-Laki"
"205",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","MATRAMAN","KAYU MANIS",0.57,52740,"35-39 Laki-Laki",1377,"35-39","Laki-Laki"
"206",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","MATRAMAN","PAL MERIAM",0.65,36818,"35-39 Laki-Laki",1101,"35-39","Laki-Laki"
"207",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","MATRAMAN","KEBON MANGGIS",0.78,25601,"35-39 Laki-Laki",840,"35-39","Laki-Laki"
"208",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","MATRAMAN","UTAN KAYU SELATAN",1.12,34434,"35-39 Laki-Laki",1820,"35-39","Laki-Laki"
"209",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","PULO GADUNG","PULO GADUNG",1.29,30260,"35-39 Laki-Laki",1998,"35-39","Laki-Laki"
"210",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","PULO GADUNG","PISANGAN TIMUR",1.8,26931,"35-39 Laki-Laki",2249,"35-39","Laki-Laki"
"211",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","PULO GADUNG","CIPINANG",1.54,29756,"35-39 Laki-Laki",2192,"35-39","Laki-Laki"
"212",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","PULO GADUNG","JATINEGARA KAUM",1.23,21792,"35-39 Laki-Laki",1278,"35-39","Laki-Laki"
"213",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","PULO GADUNG","RAWAMANGUN",2.6,16963,"35-39 Laki-Laki",2054,"35-39","Laki-Laki"
"214",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","PULO GADUNG","KAYU PUTIH",4.37,11179,"35-39 Laki-Laki",2361,"35-39","Laki-Laki"
"215",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","PULO GADUNG","JATI",2.15,17270,"35-39 Laki-Laki",1764,"35-39","Laki-Laki"
"216",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","JATINEGARA","KAMPUNG MELAYU",0.48,63973,"35-39 Laki-Laki",1361,"35-39","Laki-Laki"
"217",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","JATINEGARA","BIDARA CINA",1.26,35493,"35-39 Laki-Laki",2105,"35-39","Laki-Laki"
"218",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","JATINEGARA","BALI MESTER",0.67,17304,"35-39 Laki-Laki",444,"35-39","Laki-Laki"
"219",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","JATINEGARA","RAWA BUNGA",0.88,28478,"35-39 Laki-Laki",1131,"35-39","Laki-Laki"
"220",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","JATINEGARA","CIPINANG CEMPEDAK",1.67,22917,"35-39 Laki-Laki",1614,"35-39","Laki-Laki"
"221",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","JATINEGARA","CIPINANG MUARA",2.9,21525,"35-39 Laki-Laki",3063,"35-39","Laki-Laki"
"222",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","JATINEGARA","CIPINANG BESAR SELATAN",1.63,23417,"35-39 Laki-Laki",1875,"35-39","Laki-Laki"
"223",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","JATINEGARA","CIPINANG BESAR UTARA",1.15,48850,"35-39 Laki-Laki",2704,"35-39","Laki-Laki"
"224",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","KRAMAT JATI","KRAMAT JATI",1.52,25801,"35-39 Laki-Laki",1946,"35-39","Laki-Laki"
"225",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","KRAMAT JATI","KAMPUNG TENGAH",2.03,24281,"35-39 Laki-Laki",2224,"35-39","Laki-Laki"
"226",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","KRAMAT JATI","DUKUH",1.98,13402,"35-39 Laki-Laki",1277,"35-39","Laki-Laki"
"227",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","KRAMAT JATI","BATU AMPAR",2.55,19983,"35-39 Laki-Laki",2480,"35-39","Laki-Laki"
"228",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","KRAMAT JATI","BALE KAMBANG",1.67,18012,"35-39 Laki-Laki",1413,"35-39","Laki-Laki"
"229",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","KRAMAT JATI","CILILITAN",1.8,26094,"35-39 Laki-Laki",2265,"35-39","Laki-Laki"
"230",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","KRAMAT JATI","CAWANG",1.79,21827,"35-39 Laki-Laki",1942,"35-39","Laki-Laki"
"231",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","PASAR REBO","GEDONG",2.65,14684,"35-39 Laki-Laki",1823,"35-39","Laki-Laki"
"232",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","PASAR REBO","BARU",1.89,14133,"35-39 Laki-Laki",1678,"35-39","Laki-Laki"
"233",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","PASAR REBO","CIJANTUNG",2.37,18589,"35-39 Laki-Laki",2107,"35-39","Laki-Laki"
"234",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","PASAR REBO","KALISARI",2.89,15517,"35-39 Laki-Laki",2006,"35-39","Laki-Laki"
"235",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","PASAR REBO","PEKAYON",3.14,14600,"35-39 Laki-Laki",2139,"35-39","Laki-Laki"
"236",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CAKUNG","JATINEGARA",6.6,14709,"35-39 Laki-Laki",5035,"35-39","Laki-Laki"
"237",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CAKUNG","RAWA TERATE",4.1,7387,"35-39 Laki-Laki",1565,"35-39","Laki-Laki"
"238",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CAKUNG","PENGGILINGAN",4.48,22483,"35-39 Laki-Laki",4651,"35-39","Laki-Laki"
"239",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CAKUNG","CAKUNG TIMUR",9.81,6464,"35-39 Laki-Laki",3053,"35-39","Laki-Laki"
"240",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CAKUNG","PULO GEBANG",6.86,13716,"35-39 Laki-Laki",4162,"35-39","Laki-Laki"
"241",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CAKUNG","UJUNG MENTENG",4.43,6972,"35-39 Laki-Laki",1420,"35-39","Laki-Laki"
"242",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CAKUNG","CAKUNG BARAT",6.19,10030,"35-39 Laki-Laki",3285,"35-39","Laki-Laki"
"243",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","DUREN SAWIT","DUREN SAWIT",4.58,14100,"35-39 Laki-Laki",3210,"35-39","Laki-Laki"
"244",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","DUREN SAWIT","PONDOK BAMBU",5,13285,"35-39 Laki-Laki",3427,"35-39","Laki-Laki"
"245",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","DUREN SAWIT","KLENDER",3.08,25456,"35-39 Laki-Laki",3896,"35-39","Laki-Laki"
"246",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","DUREN SAWIT","PONDOK KELAPA",5.72,12673,"35-39 Laki-Laki",3467,"35-39","Laki-Laki"
"247",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","DUREN SAWIT","MALAKA SARI",1.38,23592,"35-39 Laki-Laki",1682,"35-39","Laki-Laki"
"248",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","DUREN SAWIT","MALAKA JAYA",0.99,36535,"35-39 Laki-Laki",1949,"35-39","Laki-Laki"
"249",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","DUREN SAWIT","PONDOK KOPI",2.06,18136,"35-39 Laki-Laki",1611,"35-39","Laki-Laki"
"250",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","MAKASAR","MAKASAR",1.85,20695,"35-39 Laki-Laki",1888,"35-39","Laki-Laki"
"251",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","MAKASAR","PINANG RANTI",1.89,14793,"35-39 Laki-Laki",1299,"35-39","Laki-Laki"
"252",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","MAKASAR","KEBON PALA",2.3,22647,"35-39 Laki-Laki",2689,"35-39","Laki-Laki"
"253",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","MAKASAR","HALIM PERDANA KUSUMAH",13.07,2546,"35-39 Laki-Laki",1479,"35-39","Laki-Laki"
"254",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","MAKASAR","CIPINANG MELAYU",2.53,18551,"35-39 Laki-Laki",2208,"35-39","Laki-Laki"
"255",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIRACAS","CIRACAS",3.93,17648,"35-39 Laki-Laki",3179,"35-39","Laki-Laki"
"256",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIRACAS","CIBUBUR",4.5,15686,"35-39 Laki-Laki",3311,"35-39","Laki-Laki"
"257",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIRACAS","KELAPA DUA WETAN",3.37,14203,"35-39 Laki-Laki",2185,"35-39","Laki-Laki"
"258",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIRACAS","SUSUKAN",2.19,19019,"35-39 Laki-Laki",1988,"35-39","Laki-Laki"
"259",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIRACAS","RAMBUTAN",2.09,19324,"35-39 Laki-Laki",1857,"35-39","Laki-Laki"
"260",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","CIPAYUNG",3.08,8441,"35-39 Laki-Laki",1241,"35-39","Laki-Laki"
"261",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","CILANGKAP",6.03,4396,"35-39 Laki-Laki",1237,"35-39","Laki-Laki"
"262",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","PONDOK RANGGON",3.66,6772,"35-39 Laki-Laki",1088,"35-39","Laki-Laki"
"263",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","MUNJUL",1.9,12734,"35-39 Laki-Laki",1167,"35-39","Laki-Laki"
"264",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","SETU",3.25,6028,"35-39 Laki-Laki",937,"35-39","Laki-Laki"
"265",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","BAMBU APUS",3.17,8400,"35-39 Laki-Laki",1242,"35-39","Laki-Laki"
"266",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","LUBANG BUAYA",3.72,18055,"35-39 Laki-Laki",3258,"35-39","Laki-Laki"
"267",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","CEGER",3.63,5492,"35-39 Laki-Laki",1007,"35-39","Laki-Laki"
"268",2013,"PROVINSI DKI JAKARTA","KAB.ADM.KEP.SERIBU","KEP. SERIBU UTR","P. PANGGANG",0.91,6779,"35-39 Perempuan",235,"35-39","Perempuan"
"269",2013,"PROVINSI DKI JAKARTA","KAB.ADM.KEP.SERIBU","KEP. SERIBU UTR","P. KELAPA",3.76,1705,"35-39 Perempuan",88,"35-39","Perempuan"
"270",2013,"PROVINSI DKI JAKARTA","KAB.ADM.KEP.SERIBU","KEP. SERIBU UTR","P. HARAPAN",3.59,628,"35-39 Perempuan",238,"35-39","Perempuan"
"271",2013,"PROVINSI DKI JAKARTA","KAB.ADM.KEP.SERIBU","KEP. SERIBU SLT","P. UNTUNG JAWA",0.59,3625,"35-39 Perempuan",185,"35-39","Perempuan"
"272",2013,"PROVINSI DKI JAKARTA","KAB.ADM.KEP.SERIBU","KEP. SERIBU SLT","P. TIDUNG",1.57,3084,"35-39 Perempuan",75,"35-39","Perempuan"
"273",2013,"PROVINSI DKI JAKARTA","KAB.ADM.KEP.SERIBU","KEP. SERIBU SLT","P. PARI",1.39,1968,"35-39 Perempuan",112,"35-39","Perempuan"
"274",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","GAMBIR","GAMBIR",2.58,1350,"35-39 Perempuan",174,"35-39","Perempuan"
"275",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","GAMBIR","CIDENG",1.26,14584,"35-39 Perempuan",748,"35-39","Perempuan"
"276",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","GAMBIR","PETOJO UTARA",1.12,18987,"35-39 Perempuan",920,"35-39","Perempuan"
"277",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","GAMBIR","PETOJO SELATAN",1.14,14465,"35-39 Perempuan",675,"35-39","Perempuan"
"278",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","GAMBIR","KEBON KELAPA",0.78,15890,"35-39 Perempuan",491,"35-39","Perempuan"
"279",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","GAMBIR","DURI PULO",0.72,35628,"35-39 Perempuan",1106,"35-39","Perempuan"
"280",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","SAWAH BESAR","PASAR BARU",1.89,8041,"35-39 Perempuan",611,"35-39","Perempuan"
"281",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","SAWAH BESAR","KARANG ANYAR",0.51,63122,"35-39 Perempuan",1485,"35-39","Perempuan"
"282",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","SAWAH BESAR","KARTINI",0.55,49862,"35-39 Perempuan",1177,"35-39","Perempuan"
"283",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","SAWAH BESAR","GUNUNG SAHARI UTARA",1.98,9933,"35-39 Perempuan",835,"35-39","Perempuan"
"284",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","SAWAH BESAR","MANGGA DUA SELATAN",1.29,26203,"35-39 Perempuan",1662,"35-39","Perempuan"
"285",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","KEMAYORAN",0.55,44202,"35-39 Perempuan",1063,"35-39","Perempuan"
"286",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","KEBON KOSONG",1.13,28014,"35-39 Perempuan",1542,"35-39","Perempuan"
"287",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","HARAPAN MULIA",0.91,29205,"35-39 Perempuan",1213,"35-39","Perempuan"
"288",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","SERDANG",0.82,41837,"35-39 Perempuan",1559,"35-39","Perempuan"
"289",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","GUNUNG SAHARI SELATAN",0.53,43858,"35-39 Perempuan",979,"35-39","Perempuan"
"290",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","CEMPAKA BARU",0.99,38088,"35-39 Perempuan",1710,"35-39","Perempuan"
"291",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","SUMUR BATU",1.15,23271,"35-39 Perempuan",1372,"35-39","Perempuan"
"292",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","UTAN PANJANG",1.05,31889,"35-39 Perempuan",1549,"35-39","Perempuan"
"293",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","SENEN","SENEN",0.81,10158,"35-39 Perempuan",428,"35-39","Perempuan"
"294",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","SENEN","KENARI",0.91,11757,"35-39 Perempuan",447,"35-39","Perempuan"
"295",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","SENEN","PASEBAN",0.71,38400,"35-39 Perempuan",1232,"35-39","Perempuan"
"296",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","SENEN","KRAMAT",0.71,47630,"35-39 Perempuan",1479,"35-39","Perempuan"
"297",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","SENEN","KWITANG",0.45,40724,"35-39 Perempuan",793,"35-39","Perempuan"
"298",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","SENEN","BUNGUR",0.64,34463,"35-39 Perempuan",993,"35-39","Perempuan"
"299",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","CEMPAKA PUTIH","CEMPAKA PUTIH TIMUR",2.22,12326,"35-39 Perempuan",1267,"35-39","Perempuan"
"300",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","CEMPAKA PUTIH","CEMPAKA PUTIH BARAT",1.22,32561,"35-39 Perempuan",1811,"35-39","Perempuan"
"301",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","CEMPAKA PUTIH","RAWASARI",1.25,19945,"35-39 Perempuan",1160,"35-39","Perempuan"
"302",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","MENTENG","MENTENG",2.44,11968,"35-39 Perempuan",1194,"35-39","Perempuan"
"303",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","MENTENG","PEGANGSAAN",0.98,27151,"35-39 Perempuan",1096,"35-39","Perempuan"
"304",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","MENTENG","CIKINI",0.82,11711,"35-39 Perempuan",428,"35-39","Perempuan"
"305",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","MENTENG","GONDANGDIA",1.46,3194,"35-39 Perempuan",165,"35-39","Perempuan"
"306",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","MENTENG","KEBON SIRIH",0.83,18577,"35-39 Perempuan",717,"35-39","Perempuan"
"307",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","TANAH ABANG","GELORA",2.59,1450,"35-39 Perempuan",178,"35-39","Perempuan"
